ssn	occupation	education	gender	salary
a107593878	art-media-professional	doctoral-degree	m	105146
g199893987	legislator	graduate-diploma	f	189733
b150795948	ict-technician	advance-diploma	f	126835
f179680690	health-professional	graduate-diploma	m	122745
i182729701	engineering-worker	certificate-iv	m	62694
e177870927	ict-technician	certificate-iii	f	112792
g111647979	engineering-worker	certificate-iv	f	83485
f172439009	ict-technician	diploma	f	104761
h175945149	legal-professional	advance-diploma	f	94254
f179538934	cleaner	senior-secondary-school	m	13733
a147990694	other-technician	certificate-iv	m	107827
i175049879	construction-worker	diploma	f	80439
h162737499	general-manager	doctoral-degree	f	129839
c134894789	other-worker	certificate-iv	m	77603
i148507959	ict-technician	certificate-iv	m	116712
g192019157	other-technician	diploma	f	137126
a197999025	engineering-worker	certificate-iv	m	51722
i199738697	automotive-worker	diploma	f	90581
i198970924	chief-executive	graduate-certificate	f	105526
c196799071	other-technician	advance-diploma	f	145585
d197969819	construction-worker	certificate-iv	f	88697
h100281326	construction-worker	certificate-ii	f	73495
b154028081	chief-executive	graduate-certificate	m	140390
d108027100	other-technician	diploma	m	95722
c188082370	personal-services-worker	certificate-i	m	72259
i140008093	automotive-worker	certificate-iv	f	93968
h106189103	personal-assistant	certificate-i	f	46749
a100636938	ict-professional	doctoral-degree	f	86417
e109110738	other-labourer	secondary-school	f	12401
c130018860	casual-worker	secondary-school	f	5647
f145380023	personal-services-worker	certificate-i	m	34112
d100805997	ict-technician	diploma	m	96693
a168082280	other-technician	bachelor-degree	f	104073
d101968080	legal-professional	graduate-diploma	f	108033
c168065087	personal-assistant	certificate-i	m	44098
a190198080	personal-assistant	certificate-i	f	45895
c108010384	education-professional	bachelor-degree	m	118826
e168702808	taxi-driver	senior-secondary-school	m	12653
f190280220	ict-professional	graduate-diploma	f	85395
h188029046	cleaner	secondary-school	f	15721
c150800103	education-professional	advance-diploma	f	129194
g105418142	machinary-driver	senior-secondary-school	m	15584
g158520714	general-manager	graduate-diploma	m	139809
b103628811	legal-professional	advance-diploma	m	84550
c141806485	machinary-driver	secondary-school	f	15800
h184607281	legal-professional	bachelor-degree	m	125727
c108815095	ict-technician	certificate-iv	f	93459
a115073811	other-technician	diploma	f	78548
f110184638	other-technician	advance-diploma	m	89710
f116240890	personal-assistant	senior-secondary-school	f	39073
f162320280	chief-executive	graduate-certificate	f	120829
c105228917	ict-technician	bachelor-degree	f	75232
c138422099	health-professional	masters-degree	f	141362
a193825830	art-media-professional	bachelor-degree	m	116800
h190225048	personal-assistant	senior-secondary-school	f	33961
g129245084	art-media-professional	doctoral-degree	f	109969
f140382248	other-service-worker	certificate-i	m	63745
c129509968	taxi-driver	secondary-school	m	17266
a199285407	legal-professional	bachelor-degree	f	90326
i160286127	construction-worker	diploma	f	95567
a185400927	personal-assistant	senior-secondary-school	f	39098
a102676089	ict-technician	advance-diploma	f	133180
c130884472	art-media-professional	advance-diploma	f	147033
h175882806	ict-technician	certificate-iii	f	130879
c146728380	construction-worker	diploma	m	82264
g102926058	factory-worker	senior-secondary-school	m	10009
c119098829	other-technician	diploma	f	144205
e181360631	other-technician	diploma	f	127713
b110280384	carer	certificate-i	m	73128
f139048693	other-technician	certificate-iii	f	125869
h169844320	personal-services-worker	certificate-i	f	61651
d190843355	un-employed	secondary-school	f	3269
g160638483	part-time-worker	secondary-school	f	8558
c106738031	chief-executive	graduate-diploma	f	183790
b130701821	health-professional	masters-degree	f	108485
h189630130	ict-technician	diploma	f	124143
g191240318	other-service-worker	certificate-ii	f	44875
i140139478	carer	certificate-ii	f	62155
h101798312	secretary	certificate-i	f	45124
b198330519	legislator	graduate-diploma	m	164698
g141483220	legal-professional	graduate-diploma	m	126987
g194851010	ict-technician	certificate-iv	m	128407
f196904438	other-technician	bachelor-degree	f	78694
e140485081	legal-professional	graduate-diploma	f	95864
b108546201	other-service-worker	certificate-ii	f	44073
d184585049	education-professional	masters-degree	m	131502
a146830234	education-professional	masters-degree	f	101643
b114087453	other-service-worker	certificate-ii	m	48496
g147488580	construction-worker	certificate-iii	f	56184
e148083158	art-media-professional	masters-degree	f	147481
f169845908	other-technician	bachelor-degree	m	97804
a110493878	health-professional	graduate-certificate	f	88293
h152880940	ict-technician	bachelor-degree	f	86949
h152081045	clerks	certificate-i	m	49241
g118580508	farm-worker	senior-secondary-school	f	15942
b135084189	engineering-worker	diploma	m	54408
g145105882	taxi-driver	secondary-school	f	13547
g190784165	personal-services-worker	certificate-ii	m	75588
h131835905	carer	certificate-ii	f	71644
f185135500	manager	graduate-diploma	f	142711
f187031505	construction-worker	certificate-iv	m	75608
i135752840	other-worker	diploma	f	67750
a158880004	construction-worker	certificate-iv	m	86218
h182057852	engineering-worker	certificate-iii	f	75437
d112148306	other-technician	bachelor-degree	f	90935
f186106108	construction-worker	certificate-iii	f	65717
i182360620	machinary-driver	secondary-school	f	12236
a134861013	art-media-professional	advance-diploma	m	87860
h163120938	other-technician	certificate-iv	f	120034
e160287384	farm-worker	senior-secondary-school	f	11246
g107083640	automotive-worker	certificate-iv	f	53052
f189558600	construction-worker	certificate-ii	m	68433
d156814980	taxi-driver	senior-secondary-school	m	11019
f108956348	construction-worker	certificate-iv	f	74039
b101178888	clerical-worker	certificate-i	f	34673
e118872280	engineering-worker	certificate-ii	f	73599
f121778081	education-professional	doctoral-degree	f	92073
d137207868	legal-professional	bachelor-degree	f	139569
b150888279	clerks	senior-secondary-school	f	48712
a173958030	automotive-worker	certificate-ii	f	56560
i108164587	personal-services-worker	certificate-ii	f	49251
b174948300	automotive-worker	certificate-iv	f	87885
i177070886	other-clerical-worker	senior-secondary-school	f	37431
h147806967	health-support-worker	certificate-ii	m	51490
i172085854	other-technician	certificate-iv	m	134789
e157878790	taxi-driver	senior-secondary-school	m	11792
b112088994	clerical-worker	certificate-i	f	48463
e135060188	carer	certificate-ii	f	37977
c180738321	taxi-driver	senior-secondary-school	f	14529
i180864662	shop-assistent	secondary-school	m	8435
i194088718	automotive-worker	certificate-ii	m	99747
d181430871	other-technician	bachelor-degree	f	100661
g130823888	other-technician	diploma	f	81495
f188823069	manager	graduate-certificate	m	119065
h190984608	engineering-worker	certificate-ii	f	85324
f105790188	legal-professional	graduate-diploma	f	113201
e149180816	legislator	graduate-diploma	f	142402
c145908072	other-technician	certificate-iv	m	85877
h123588290	legislator	graduate-diploma	m	125516
g186220394	other-technician	certificate-iii	f	139044
c145508629	clerical-worker	senior-secondary-school	f	43129
a196389480	secretary	certificate-i	f	37647
g103716988	automotive-worker	certificate-iv	f	95075
c189009666	chief-executive	graduate-diploma	m	113510
g120839715	art-media-professional	graduate-certificate	f	126224
f129081889	ict-technician	bachelor-degree	f	124353
a187698900	other-technician	certificate-iii	m	84616
h198640031	cleaner	senior-secondary-school	f	10824
b189210031	taxi-driver	senior-secondary-school	f	19758
c188130321	ict-technician	bachelor-degree	f	91781
f111837061	taxi-driver	senior-secondary-school	f	19159
c168081391	personal-assistant	certificate-i	f	45786
c157028140	other-technician	diploma	f	148903
g150081359	ict-technician	advance-diploma	f	108588
g137316850	other-technician	diploma	f	131032
h140261518	legislator	masters-degree	f	113780
i193780316	other-technician	bachelor-degree	f	101523
h121458770	engineering-worker	diploma	f	70380
c161907718	engineering-worker	diploma	m	66614
i121614485	health-support-worker	certificate-i	f	59126
i111794685	farm-worker	secondary-school	f	17110
c116418699	construction-worker	certificate-iv	f	88989
i117281126	health-professional	advance-diploma	f	128451
d118169139	ict-technician	diploma	f	131293
g158512004	personal-services-worker	certificate-i	m	37383
d110918252	machinary-driver	senior-secondary-school	f	11154
g112118003	ict-professional	graduate-diploma	m	138995
f174480231	machinary-driver	secondary-school	m	17190
g123856411	ict-professional	bachelor-degree	f	115317
f162482081	ict-technician	diploma	m	140533
h111284254	chief-executive	graduate-diploma	f	105171
h121186259	other-service-worker	certificate-i	m	70884
c158131321	construction-worker	certificate-ii	f	68814
e135814120	education-professional	advance-diploma	m	123653
f162913864	casual-worker	secondary-school	f	8618
d151481324	engineering-worker	certificate-ii	f	77307
g112551258	legal-professional	graduate-certificate	f	116847
b100210585	taxi-driver	secondary-school	f	13208
h102236815	machinary-driver	secondary-school	f	19444
a112380364	other-technician	certificate-iii	f	142038
b187125416	manager	graduate-certificate	f	111606
b172282681	education-professional	advance-diploma	f	111540
h135720128	construction-worker	certificate-ii	m	57106
d194628183	construction-worker	certificate-iii	m	99597
f113881842	carer	certificate-ii	m	39363
f128922881	other-worker	certificate-iv	m	97996
i138118412	health-support-worker	certificate-i	m	69251
h118333630	secretary	certificate-i	f	41979
c103138675	looking-for-employment	secondary-school	f	2189
d191533184	manager	graduate-certificate	f	119683
b150031883	ict-technician	bachelor-degree	f	142397
f163868318	chief-executive	graduate-certificate	m	166298
f134619188	other-worker	certificate-iii	f	67363
i184636881	engineering-worker	certificate-iv	m	86159
d128080814	other-worker	certificate-iv	f	67567
i110848048	education-professional	masters-degree	m	120200
i188244411	ict-professional	advance-diploma	m	124458
b141867481	taxi-driver	secondary-school	m	13376
i114881535	legislator	doctoral-degree	m	182715
e188116564	machinary-driver	senior-secondary-school	m	15738
a115099818	ict-professional	doctoral-degree	m	93645
a116122850	other-worker	certificate-ii	f	71179
c111254861	other-technician	certificate-iv	f	147020
h116315811	general-manager	doctoral-degree	f	174333
g141298185	secretary	certificate-i	m	31918
b143880541	engineering-worker	diploma	f	63930
f151998938	engineering-worker	certificate-iv	f	80001
i186191621	chief-executive	masters-degree	f	111616
f126681783	cleaner	senior-secondary-school	m	19770
d118682243	ict-technician	advance-diploma	f	116460
g164175318	other-technician	certificate-iii	m	127418
c162438419	machinary-driver	secondary-school	f	14990
g119684463	other-technician	advance-diploma	f	149717
i186836613	ict-technician	certificate-iv	m	132533
b187157667	automotive-worker	certificate-iii	f	59341
h149945861	other-technician	advance-diploma	f	149280
d114961899	manager	doctoral-degree	m	113796
h101984727	personal-services-worker	certificate-ii	f	59473
a124128788	construction-worker	diploma	f	51346
a157187252	machinary-driver	secondary-school	m	14251
h184718501	other-technician	bachelor-degree	f	106339
f190768152	machinary-driver	secondary-school	m	10570
c189476169	clerical-worker	certificate-i	f	36632
i181418778	construction-worker	certificate-ii	f	91873
e188511977	ict-professional	advance-diploma	f	140471
e171475810	ict-technician	bachelor-degree	m	107478
c158187781	legislator	graduate-diploma	f	179038
i148319789	other-service-worker	certificate-i	f	69416
i157916198	other-service-worker	certificate-ii	f	54223
a181681747	other-technician	advance-diploma	f	119694
e118867581	ict-technician	advance-diploma	m	73927
f118158586	education-professional	bachelor-degree	f	103228
a108148580	carer	certificate-ii	f	54944
e188806671	taxi-driver	senior-secondary-school	m	17905
c196198882	construction-worker	certificate-ii	f	96197
c178419588	other-technician	diploma	f	71545
c180593118	other-technician	diploma	f	84920
g192718801	education-professional	doctoral-degree	f	117943
h180138928	other-technician	diploma	f	116793
b191611018	other-service-worker	certificate-ii	f	67882
e192299818	legal-professional	bachelor-degree	f	113724
a137481098	other-technician	certificate-iv	f	81000
d119469178	ict-technician	certificate-iii	m	142219
b111566798	other-service-worker	certificate-i	f	46396
d157698103	carer	certificate-ii	m	42671
a141576198	farm-worker	secondary-school	f	19668
b115587982	ict-professional	advance-diploma	f	141461
i115082080	ict-technician	certificate-iii	m	148630
i101289918	general-manager	graduate-diploma	m	110343
